idPNMain,PNG,Name,RAJ2000,DECJ2000,MajDiam,mainClass,subClass
1085,340.8+10.8,"Lo 12",16:08:26.32,-37:08:47.5,84.5,E,a;r;s;
1086,340.8+12.3,"Lo 11",16:03:22.2,-36:00:53.71,65.7,E,r;s;
1087,340.9-04.6,"WRAY 15-1633",17:11:27.4,-47:25:01.60,,S,
1088,341.0+09.4,"SB 25",16:13:38.3,-37:59:58.49,16.2,E,m;
1089,341.2-24.6,"Lo 18",19:09:47.75,-55:35:10.7,55.0,E,a;m;r;
1091,341.5-09.1,"Hen 2-248",17:36:06.9,-49:25:45.26,10.0,S,
1092,341.6+13.7,"NGC 6026",16:01:21.1,-34:32:36.64,53.0,E,a;m;r;s;
1093,341.7-06.0,"SB 26",17:21:02.9,-47:35:27.31,11.4,R,r;
1094,341.8+05.4,"NGC 6153",16:31:30.5,-40:15:12.60,27.0,E,m;s;
1096,342.1+27.5,"Me 2-1",15:22:19.3,-23:37:31.33,8.9,E,m;r;s;
1097,342.1+10.8,"NGC 6072",16:12:58.37,-36:13:47.4,74.3,B,a;s;
1098,342.2-00.3,"PM 1-119",16:56:34.0,-43:46:14.77,4.7,B,
1099,342.3-06.0,"SB 28",17:22:52.5,-47:02:44.88,9.0,S,
1100,342.5-14.3,"Sp 3",18:07:15.8,-51:01:10.2,36.0,E,m;p;r;s;
1101,342.7+00.7,"H 1-3",16:53:31.3,-42:39:22.39,19.0,B,
1102,342.8-06.6,"Cn 1-4",17:27:48.79,-46:55:41.3,8.0,S,
1103,342.9-02.0,"Pe 1-8",17:06:22.6,-44:13:09.95,23.0,E,a;m;r;s;
1104,342.9-04.9,"Hen 2-207",17:19:32.6,-45:53:15.04,37.7,B,a;m;s;
1106,343.4+11.9,"H 1-1",16:13:28.2,-34:35:39.23,3.1,E,
1107,343.5-07.8,"PC 17",17:35:41.7,-46:59:48.55,5.0,S,
1108,343.6+03.7,"SuWt 3",16:44:24.14,-40:03:20.4,31.9,E,m;r;
1110,343.9-05.8,"SB 30",17:27:02.3,-45:32:38.47,12.6,S,
1111,343.9+00.8,"H 1-5",16:57:23.7,-41:37:57.86,5.2,E,
1112,344.2-01.2,"H 1-6",17:06:59.1,-42:41:09.13,14.0,E,r;s;
1113,344.2+04.7,"Vd 1-1",16:42:33.4,-38:54:31.82,10.0,E,
1114,344.4-06.1,"Wray 16-278",17:30:03.9,-45:22:50.66,,S,
1115,344.4+02.8,"Vd 1-5",16:51:33.7,-40:02:55.64,11.6,S,
1116,344.8+03.4,"Vd 1-3",16:49:32.9,-39:21:08.96,,S,
1117,344.9-01.9,"PM 1-131",17:12:22.0,-42:30:41.26,2.2,S,
1118,345.0+04.3,"Vd 1-2",16:46:45.1,-38:36:58.10,10.0,S,
1119,345.0-04.9,"Cn 1-3",17:26:12.3,-44:11:25.69,2.0,S,
1120,345.0+03.4,"Vd 1-4",16:50:25.3,-39:08:18.89,5.0,S,
1121,345.2-08.8,"IC 1266",17:45:35.3,-46:05:23.82,12.9,R,a;r;s;
1122,345.2-01.2,"H 1-7",17:10:27.4,-41:52:49.40,10.6,B,m;s;
1123,345.3-10.2,"MeWe 1-11",17:52:47.06,-46:41:59.4,69.0,E,a;r;s;
1124,345.4+00.1,"IC 4637",17:05:10.5,-40:53:08.45,18.9,E,a;p;r;s;
1125,345.5+15.1,"Lo 13",16:09:45.9,-30:55:07.64,75.0,E,r;
1126,345.6+06.7,"Hen 2-175",16:39:28.1,-36:34:16.39,6.6,E,
1127,345.9+03.0,"Vd 1-6",16:54:27.3,-38:44:10.39,16.0,B,p;s;
1130,346.2-08.2,"IC 4663",17:45:28.6,-44:54:18.00,19.5,E,m;r;s;
1131,346.3-06.8,"Fg 2",17:39:19.86,-44:09:37.5,6.5,S,
1132,346.9+12.4,"Abell 38",16:23:19.0,-31:44:58.96,156.0,B,m;r;s;
1133,347.4+05.8,"H 1-2",16:48:54.1,-35:47:09.02,2.0,S,
1134,347.7+02.0,"Vd 1-8",17:04:33.8,-37:53:14.89,3.0,S,
1135,347.9-06.0,"SB 31",17:40:03.3,-42:24:05.58,16.8,B,
1136,348.0-13.8,"IC 4699",18:18:32.0,-45:59:01.72,12.6,E,m;p;s;
1137,348.0+06.3,"WRAY 15-1537",16:48:48.5,-35:00:57.38,10.7,E,
1138,348.4-04.1,"H 1-21",17:32:47.8,-40:58:28.63,10.0,S,
1139,348.8-09.0,"Hen 2-306",17:56:33.7,-43:03:18.90,3.0,S,
1140,348.9+04.6,"KLSS 1-15",16:57:57.1,-35:24:54.14,19.0,E,a;m;p;
1141,349.2-03.5,"H 2-14",17:32:20.1,-39:51:22.25,14.0,R,r;s;
1142,349.3-01.1,"NGC 6337",17:22:15.7,-38:29:00.20,47.6,B,m;r;s;
1143,349.3-04.2,"Lo 16",17:35:41.8,-40:11:26.20,88.0,B,m;s;
1144,349.5+01.0,"NGC 6302",17:13:44.4,-37:06:12.89,90.0,B,a;m;p;s;
1145,349.8+04.4,"M 2-4",17:01:06.2,-34:49:38.57,3.0,E,
1146,350.1-03.9,"H 1-26",17:36:29.9,-39:21:56.56,23.4,B,m;r;s;
1147,350.5-05.0,"H 1-28",17:42:54.1,-39:36:24.05,7.8,S,
1148,350.8-02.4,"H 1-22",17:32:22.1,-37:57:23.83,3.5,S,
1149,350.9+04.4,"H 2-1",17:04:36.3,-33:59:18.74,4.3,B,a;m;r;s;
1150,351.0-10.4,"HaTr 9",18:08:58.88,-41:48:37.7,160.0,E,r;s;
1151,351.1+04.8,"M 1-19",17:03:46.8,-33:29:44.41,8.0,E,m;r;s;
1152,351.2+05.2,"M 2-5",17:02:19.1,-33:10:05.02,6.5,B,
1153,351.2-06.3,"SB 33",17:50:27.6,-39:40:16.36,22.2,E,a;p;r;s;
1154,351.3+07.6,"H 1-4",16:53:37.1,-31:40:33.02,10.0,E,
1155,351.5-06.5,"SB 34",17:52:09.4,-39:32:14.53,22.8,E,p;r;
1156,351.6-06.2,"H 1-37",17:50:44.6,-39:17:25.98,8.6,E,
1157,351.7-10.9,"Wray 16-385",18:12:52.9,-41:30:26.60,8.0,S,
1158,351.7-06.6,"SB 35",17:53:02.8,-39:24:08.64,13.2,E,
1159,351.9+09.0,"PC 13",16:50:17.1,-30:19:55.49,10.0,R,
1160,351.9-01.9,"Wray 16-286",17:33:00.7,-36:43:52.54,10.0,B,s;
1161,352.0-04.6,"H 1-30",17:45:06.8,-38:08:49.49,5.4,E,
1163,352.1+05.1,"M 2-8",17:05:30.7,-32:32:08.30,5.0,B,
1164,352.6+03.0,"H 1-8",17:14:42.9,-33:24:47.20,3.4,B,m;r;
1165,352.6-04.9,"SB 37",17:47:52.7,-37:48:03.10,13.2,E,r;
1166,352.6+00.1,"H 1-12",17:26:24.3,-35:01:41.59,8.5,B,
1167,352.7-08.4,"SB 38",18:03:29.2,-39:21:28.19,15.6,E,
1168,352.8-00.2,"H 1-13",17:28:27.58,-35:07:31.7,13.5,E,m;r;
1169,352.9+11.4,"K 2-16",16:44:49.05,-28:04:04.7,26.6,E,a;r;
1170,352.9-07.5,"Fg 3",18:00:11.82,-38:49:52.6,4.0,B,m;p;r;s;
1171,353.2-05.2,"H 1-38",17:50:45.2,-37:23:53.09,14.0,B,
1172,353.3+06.3,"M 2-6",17:04:18.3,-30:53:28.72,8.0,E,
1173,353.3-08.3,"SB 39",18:04:31.6,-38:47:39.70,103.2,E,a;s;
1175,353.4-04.5,"K 6-13",17:48:00.9,-36:50:08.02,13.7,R,
1177,353.6-03.6,"K 6-11",17:44:35.6,-36:14:02.15,12.8,E,m;
1178,353.7+06.3,"M 2-7",17:05:13.9,-30:32:19.68,7.8,S,
1179,353.7-12.8,"Wray 16-411",18:26:41.8,-40:29:52.51,30.0,B,p;s;
1180,353.8-01.2,"K 6-3",17:35:27.4,-34:47:42.22,,S,
1181,353.9+02.7,"PM 1-140",17:19:45.5,-32:30:32.18,8.6,S,
1182,354.2+04.3,"M 2-10",17:14:07.0,-31:19:42.60,6.5,B,
1183,354.4-07.8,"H 1-52",18:04:57.6,-37:38:07.94,15.0,R,r;
1184,354.6-01.7,"K 6-5",17:38:54.3,-34:27:38.34,,E,
1185,354.5+03.3,"Th 3-4",17:18:51.9,-31:39:06.34,,B,s;
1186,354.6+04.9,"Terz N 139",17:12:53.4,-30:40:08.36,16.2,B,a;
1187,354.7-10.0,"SB 41",18:15:39.04,-38:27:56.5,25.8,R,
1188,354.7-07.2,"SB 40",18:02:55.7,-37:08:13.96,20.4,R,
1189,354.9+03.5,"Th 3-6",17:19:20.2,-31:12:40.50,,B,m;p;
1190,355.0-03.7,"K 5-18",17:48:29.5,-35:05:29.18,11.1,E,r;
1191,355.1-06.9,"M 3-21",18:02:32.3,-36:39:10.94,2.8,R,m;
1192,355.1+04.7,"Terz N 140",17:15:02.6,-30:20:32.64,46.0,B,s;
1193,355.1-02.9,"H 1-31",17:45:32.3,-34:33:55.84,1.8,S,
1194,355.1+02.3,"Th 3-11",17:24:26.3,-31:43:19.92,7.5,S,
1195,355.2+03.7,"Terz N 137",17:19:03.4,-30:53:53.38,13.3,B,a;p;r;
1196,355.2-02.5,"H 1-29",17:44:13.8,-34:17:33.32,3.0,S,
1197,355.3-07.5,"SB 42",18:05:52.5,-36:45:36.54,21.0,R,r;
1199,355.4-02.4,"M 3-14",17:44:20.6,-34:06:40.57,8.0,B,m;s;
1200,355.4+02.3,"Terz N 138",17:25:03.5,-31:28:38.50,,R,r;s;
1201,355.4-04.0,"Hf 2-1",17:51:12.2,-34:55:22.80,17.7,E,p;s;
1202,355.6-02.7,"H 1-32",17:46:06.3,-34:03:45.54,2.3,S,
1203,355.7-03.4,"H 2-23",17:48:58.0,-34:21:53.28,3.4,S,
1204,355.7-03.5,"H 1-35",17:49:13.9,-34:22:52.97,3.0,B,m;s;
1205,355.7-03.0,"H 1-33",17:47:49.4,-34:08:05.46,4.0,E,
1206,355.8-08.7,"SB 43",18:12:23.6,-36:52:51.85,42.0,E,a;p;
1207,355.9-04.2,"M 1-30",17:52:58.9,-34:38:22.99,3.5,E,m;p;r;s;
1208,355.9+02.7,"Th 3-10",17:24:40.8,-30:51:59.47,3.0,S,
1209,355.9+03.6,"H 1-9",17:21:31.9,-30:20:48.34,5.0,S,
1210,356.0-07.4B,"SB 45",18:06:52.5,-36:06:41.00,22.2,R,
1211,356.0-07.4A,"SB 44",18:07:07.8,-36:02:45.82,28.2,E,a;r;
1212,356.1-03.3,"H 2-26",17:49:50.8,-34:00:31.14,5.5,B,a;s;
1213,356.1+02.7,"Th 3-13",17:25:19.3,-30:40:41.77,1.9,S,
1214,356.1-08.6,"SB 46",18:12:39.9,-36:31:49.15,14.4,E,
1215,356.2-04.4,"Cn 2-1",17:54:33.0,-34:22:20.86,2.6,S,
1216,356.3-07.3,"SB 47",18:07:21.5,-35:45:44.03,30.6,E,a;r;
1217,356.3-06.2,"M 3-49",18:02:32.0,-35:13:13.69,9.8,E,
1218,356.4-06.8,"SB 48",18:05:14.4,-35:28:07.54,15.0,R,r;
1219,356.5-03.6,"H 2-27",17:51:50.6,-33:47:35.59,5.2,B,p;s;
1220,356.5-02.3,"M 1-27",17:46:45.4,-33:08:35.05,6.7,,
1221,356.5+01.5,"Th 3-55",17:30:58.8,-31:01:05.74,,S,
1222,356.5-03.9,"H 1-39",17:53:21.0,-33:55:58.44,2.0,B,p;r;s;
1223,356.5+05.1,"Th 3-3",17:17:20.5,-28:59:28.14,17.0,E,a;s;
1224,356.6-07.8,"H 1-57",18:09:49.2,-35:44:12.88,12.6,R,r;
1225,356.7-04.8,"H 1-41",17:57:19.1,-34:09:49.10,12.0,E,
1226,356.7-06.4,"H 1-51",18:04:29.3,-34:58:00.98,17.7,E,p;s;
1227,356.8-05.4,"H 2-35",18:00:18.2,-34:27:39.60,7.0,E,r;
1228,356.8-03.0,"K 5-20",17:50:10.7,-33:14:17.95,5.3,S,
1229,356.8-11.7,"Lo 17",18:27:50.7,-37:15:57.20,116.0,R,r;
1230,356.8+03.3,"Th 3-12",17:25:06.1,-29:45:16.88,2.0,B,p;
1231,356.9+04.5,"M 2-11",17:20:33.3,-29:00:38.66,6.0,B,
1232,356.9+04.4,"M 3-38",17:21:04.5,-29:02:59.21,1.6,B,m;p;s;
1234,357.0+02.4,"M 4-4",17:28:50.3,-30:07:44.47,6.3,E,a;r;
1235,357.1+03.6,"M 3-7",17:24:34.4,-29:24:19.48,6.5,S,
1236,357.1+01.2,"K 6-2",17:33:51.0,-30:42:36.14,8.6,E,
1237,357.1+01.9,"Th 3-24",17:30:51.3,-30:17:12.34,8.6,S,
1238,357.1-06.1,"M 3-50",18:04:05.2,-34:28:37.49,8.5,E,a;m;r;
1239,357.1-04.7,"H 1-43",17:58:14.4,-33:47:37.50,2.0,B,p;s;
1240,357.2+07.4,"M 4-3",17:10:41.7,-27:08:43.76,2.0,E,
1242,357.2+02.0,"H 2-13",17:31:08.1,-30:10:27.98,5.6,R,m;r;s;
1243,357.2-04.5,"H 1-42",17:57:25.2,-33:35:42.94,4.3,S,
1244,357.2+01.4,"Al 2-H",17:33:17.0,-30:26:29.04,7.6,S,
1245,357.3-06.5,"SB 50",18:06:08.3,-34:33:30.71,24.6,E,a;r;
1246,357.3+04.0,"H 2-7",17:23:24.9,-28:59:06.04,5.7,E,
1247,357.3+03.3,"M 3-41",17:25:59.8,-29:21:50.15,4.3,S,
1248,357.4-03.5,"M 2-18",17:53:37.8,-32:58:47.93,2.2,S,
1249,357.4-07.2,"SB 51",18:09:16.8,-34:47:49.56,45.6,E,a;r;
1250,357.4-03.2,"M 2-16",17:52:34.4,-32:45:51.08,5.0,E,m;
1251,357.4-04.6,"M 2-22",17:58:32.6,-33:28:36.48,5.8,S,
1253,357.5+03.2,"M 3-42",17:26:59.8,-29:15:31.86,7.2,B,
1254,357.6+01.7,"H 1-23",17:32:46.9,-30:00:15.08,3.5,E,
1255,357.6+02.6,"H 1-18",17:29:42.8,-29:32:50.21,,S,
1256,357.6-03.3,"H 2-29",17:53:16.8,-32:40:38.57,10.7,B,a;
1257,357.6+01.0,"Terz N 21",17:35:43.5,-30:21:26.42,31.5,E,a;r;s;
1258,358.0+09.3,"Th 3-1",17:05:44.5,-25:25:01.74,10.0,S,
1259,357.9-03.8,"H 2-30",17:56:13.9,-32:37:22.08,13.3,E,r;s;
1260,358.0-05.1,"Pe 1-11",18:01:42.8,-33:15:24.73,8.8,B,a;
1261,358.0+02.6,"Th 3-23",17:30:21.3,-29:10:12.58,6.9,S,
1262,358.0+07.5,"Terz N 8",17:12:33.6,-26:25:21.36,31.0,E,a;r;s;
1263,358.2+03.5,"H 2-10",17:27:32.8,-28:31:06.89,3.7,E,
1264,358.2-01.1,"Bl D",17:46:02.77,-31:03:38.0,23.2,B,p;s;
1265,358.2+03.6,"M 3-10",17:27:20.1,-28:27:51.16,4.2,S,
1266,358.2+04.2,"M 3-8",17:24:52.1,-28:05:54.60,5.0,S,
1267,358.3-21.6,"IC 1297",19:17:23.5,-39:36:46.40,10.8,B,a;m;r;s;
1268,358.3+03.0,"H 1-17",17:29:40.6,-28:40:22.12,2.8,S,
1269,358.3+01.2,"Bl B",17:36:59.8,-29:40:08.94,2.4,S,
1271,358.5-02.5,"PN M 4-7",17:51:44.7,-31:36:00.18,6.9,S,
1272,358.4+03.3,"Th 3-19",17:28:41.8,-28:27:19.33,2.3,S,
1273,358.4+01.6,"JaSt 3",17:35:22.7,-29:22:17.40,7.8,S,
1274,358.5-07.3,"NGC 6563",18:12:02.8,-33:52:07.14,59.0,B,p;r;s;
1275,358.5+02.9,"Al 2-F",17:30:30.4,-28:35:54.89,4.2,B,a;s;
1276,358.5-04.2,"H 1-46",17:59:02.5,-32:21:43.42,3.0,B,m;p;s;
1278,358.5+05.4,"M 3-39",17:21:11.5,-27:11:37.03,25.9,B,p;s;
1279,358.5+02.6,"M 3-57",17:31:47.5,-28:42:03.38,40.0,B,a;p;s;
1280,358.6+07.8,"M 3-36",17:12:39.2,-25:43:37.38,4.2,S,
1281,358.6-05.5,"M 3-51",18:04:56.2,-32:54:01.22,20.9,B,s;
1282,358.6-02.4,"K 6-16",17:52:00.3,-31:17:49.92,8.9,R,s;
1283,358.6+01.8,"M 4-6",17:35:14.0,-29:03:10.19,2.5,E,
1285,358.7-05.2,"H 1-50",18:03:53.5,-32:41:42.14,10.0,E,
1286,358.7+05.2,"M 3-40",17:22:28.3,-27:08:42.40,,B,r;s;
1287,358.7-05.1,"SB 53",18:03:28.5,-32:37:25.97,16.8,R,
1288,358.7-02.7,"Al 2-R",17:53:36.2,-31:25:24.78,6.4,S,
1289,358.8+04.0,"Th 3-15",17:27:10.66,-27:43:57.6,2.0,S,
1290,358.8+01.7,"JaSt 5",17:35:52.3,-28:58:27.48,9.1,E,
1291,358.8+04.1,"SaWe 2",17:27:00.35,-27:40:34.1,45.0,E,a;p;r;
1293,358.8+03.0,"Th 3-26",17:31:09.3,-28:14:50.42,9.1,E,
1294,358.9-00.7,"M 1-26",17:45:57.7,-30:12:00.58,7.8,B,a;m;p;s;
1295,358.9+03.4,"H 1-19",17:30:02.5,-27:59:17.56,2.6,B,a;m;s;
1296,358.9+03.2,"H 1-20",17:30:43.8,-28:04:06.67,4.4,S,
1297,358.9-03.7,"H 1-44",17:58:10.6,-31:42:56.09,3.5,E,
1298,359.0-04.1,"M 3-48",17:59:56.8,-31:54:27.72,5.4,B,
1299,359.0+01.1,"JaSt 9",17:38:45.5,-29:08:57.66,9.0,S,
1301,359.0-04.8,"M 2-25",18:02:46.6,-32:09:29.38,17.7,B,
1302,359.1-02.9,"M 3-46",17:55:05.7,-31:12:16.85,4.2,S,
1303,359.1-01.7,"M 1-29",17:50:18.0,-30:34:54.91,7.6,E,
1304,359.1+15.1,"Abell 40",16:48:34.5,-21:00:50.54,34.3,E,a;r;
1305,359.1-02.3,"M 3-16",17:52:46.0,-30:49:34.43,10.0,E,m;
1307,359.2-33.5,"Hen 3-1863",20:19:28.7,-41:31:27.48,17.0,S,
1308,359.2+04.7,"Th 3-14",17:25:44.1,-26:57:47.70,1.7,E,r;s;
1309,359.3-00.9,"Hb 5",17:47:56.20,-29:59:39.7,51.7,B,m;p;s;
1310,359.3-03.1,"M 3-17",17:56:25.6,-31:04:16.82,2.9,S,
1311,359.3-06.0,"SB 54",18:08:31.4,-32:29:59.64,35.4,E,a;r;
1312,359.3-01.8,"M 3-44",17:51:18.9,-30:23:52.98,4.4,S,
1313,359.3+01.4,"Th 3-35",17:38:42.2,-28:42:45.32,3.3,S,
1314,359.3+03.6,"Al 2-E",17:30:14.4,-27:30:19.40,8.8,E,
1315,359.4-08.5,"SB 55",18:19:26.59,-33:37:07.1,16.2,E,a;r;
1317,359.4-03.4,"H 2-33",17:58:12.5,-31:08:06.00,7.8,E,r;
1318,359.5+02.6,"Al 2-I",17:34:13.8,-27:56:00.96,5.6,E,
1319,359.6-04.8,"H 2-36",18:04:07.7,-31:39:10.66,17.7,E,r;s;
1320,359.6+02.2,"Al 2-K",17:36:14.2,-28:00:46.33,4.7,S,
1321,359.7-02.6,"H 1-40",17:55:36.1,-30:33:32.08,1.4,S,
1322,359.7-01.8,"M 3-45",17:52:05.9,-30:05:13.81,7.1,S,
1323,359.7-04.4,"KFL 3",18:02:52.8,-31:23:58.13,15.2,R,a;
1324,359.8+03.7,"Th 3-25",17:30:46.7,-27:05:59.14,3.0,E,
1326,359.8+06.9,"M 3-37",17:19:13.4,-25:17:17.56,10.0,B,r;
1327,359.8+02.4,"Th 3-33",17:35:48.1,-27:43:20.39,6.0,S,
1328,359.8+05.2,"Terz N 19",17:25:23.6,-26:11:53.02,8.0,E,m;r;
1329,359.8+05.6,"M 2-12",17:24:01.4,-25:59:23.17,4.4,E,
1330,359.8-07.2,"M 2-32",18:14:50.6,-32:36:55.22,8.0,E,
1331,359.9+05.1,"M 3-9",17:25:43.37,-26:11:55.5,17.2,E,m;r;s;
1332,359.9-05.4,"KFL 9",18:07:19.3,-31:42:56.12,11.8,E,r;
1334,359.9-04.5,"M 2-27",18:03:52.6,-31:17:46.54,3.3,S,
1335,000.0-06.8,"H 1-62",18:13:18.0,-32:19:42.74,5.0,R,
2055,000.0-01.8,"PHR J1752-2953",17:52:58.4,-29:53:22.85,17.0,E,s;
2056,000.0-02.1,"MPA J1754-2957",17:54:04.3,-29:57:27.11,16.0,E,a;s;
2058,000.1+01.9,"PHR J1738-2748",17:38:16.3,-27:48:07.88,13.0,R,r
2059,000.1+02.0,"PHR J1738-2746",17:38:03.1,-27:46:17.76,16.0,R,r;s
2060,000.1+05.7,"PHR J1724-2543",17:24:04.3,-25:43:13.94,11.0,E,s
2061,000.1-01.7,"JaSt 85",17:52:48.9,-29:41:59.03,16.7,E,s;
2062,000.2-03.4,"PHR J1759-3030",17:59:47.5,-30:30:32.40,19.0,E,a;s;
2063,000.3+07.3,"PHR J1718-2441",17:18:42.8,-24:41:24.97,23.0,E,a
2064,000.3+04.5,"PHR J1729-2614",17:29:07.3,-26:14:44.95,17.0,B,
2066,000.3-01.6,"JaSt 86",17:52:52.1,-29:30:00.97,8.6,S,
2067,000.3-03.4,"MPA J1800-3023",18:00:11.1,-30:23:48.84,5.0,S,
2068,000.3+04.2,"PPA J1730-2621",17:30:12.3,-26:21:01.08,6.0,S,
2069,000.3-04.2a,"MPA J1803-3046",18:03:25.8,-30:46:25.14,18.0,,
2071,000.3+05.6,"PHR J1725-2534",17:25:13.1,-25:34:16.07,16.0,E,s
2072,000.3-04.2,"MPA J1803-3043",18:03:21.7,-30:43:35.72,36.0,R,
2073,000.4+04.4,"K 5-1",17:29:52.4,-26:11:13.02,9.0,R,
2075,000.5+02.8,"PHR J1735-2659",17:35:55.6,-26:59:16.91,23.0,E,r;
2076,000.6-03.2,"MPA J1759-3004",17:59:56.7,-30:04:27.95,28.0,R,
2077,000.6+03.1,"PHR J1734-2644",17:34:55.9,-26:44:16.44,15.0,R,a;s;
2078,000.6-01.4,"JaSt 88",17:53:00.7,-29:05:52.87,14.0,R,r;s;
2079,000.7+08.0,"MPA J1717-2356",17:17:09.0,-23:56:29.26,12.0,S,
2080,000.8-05.7,"PPA J1810-3104",18:10:24.5,-31:04:04.44,31.0,E,a;s
2081,000.9+02.1,"MPA J1739-2702",17:39:30.1,-27:02:02.04,18.0,E,
2082,000.9-01.0,"MPA J1751-2838",17:51:43.2,-28:38:58.20,6.0,S,
2083,000.9-04.2,"PHR J1804-3016",18:04:48.1,-30:16:49.12,10.0,R,a;s;
2085,000.9-03.3,"PHR J1801-2947",18:01:13.4,-29:47:00.10,35.1,B,s;
2087,001.0-01.9,"K 6-35",17:55:43.2,-29:04:03.72,14.5,B,s;
2088,001.1+02.2,"MPA J1739-2648",17:39:49.7,-26:48:44.96,5.0,S,
2092,001.2-02.0,"JaSt 2-20",17:56:36.2,-28:57:18.36,23.0,E,a;r
2093,001.2-05.6,"PHR J1811-3042",18:11:02.7,-30:42:11.92,32.0,E,s;
2095,001.2-03.8,"PHR J1803-2947",18:03:29.8,-29:46:57.36,47.0,E,r
2098,001.4+06.3,"Bica 1",17:24:53.8,-24:19:20.89,55.0,A,a;m;s;
2099,001.4+04.3,"PHR J1732-2522",17:32:27.1,-25:22:48.86,11.0,R,r
2100,001.5-02.8,"PPA J1800-2904",18:00:22.4,-29:04:38.86,8.5,S,
2101,001.5-02.4,"PHR J1758-2852",17:58:49.2,-28:52:55.92,14.0,E,a;r;
2102,001.5+03.1,"PHR J1737-2559",17:37:16.5,-25:59:37.90,14.4,E,a;m;s;
2104,001.6-02.6,"PHR J1759-2853",17:59:59.0,-28:53:55.68,25.0,E,a;r;
2105,001.6-00.6,"Sab 44",17:51:55.7,-27:48:02.88,25.0,E,m;p;s
2108,001.7+03.6,"PHR J1735-2527",17:35:47.4,-25:27:43.06,7.0,S,
2109,001.8-05.0,"PHR J1809-2952",18:09:46.9,-29:52:53.83,16.0,E,a;
2111,001.8-03.7,"PHR J1804-2913",18:04:28.51,-29:13:57.4,8.3,E,m;
2115,001.9+02.1,"PHR J1741-2609",17:41:44.7,-26:09:19.94,13.5,E,a;
2116,001.9+01.9,"MPA J1742-2613",17:42:45.8,-26:13:44.90,10.0,E,a
2117,002.0-03.4,"PPA J1803-2855",18:03:37.9,-28:55:41.63,16.0,R,r
2118,002.0+00.7,"MPA J1747-2649",17:47:28.3,-26:49:48.65,4.0,S,
2119,002.0-03.1,"PHR J1802-2847",18:02:48.5,-28:47:40.99,18.5,R,a
2120,002.0+01.5,"JaSt 50",17:44:33.5,-26:24:53.96,16.0,E,a;s;
2121,002.0+06.2,"PHR J1726-2351",17:26:54.4,-23:51:27.94,22.0,E,
2122,002.0-03.2,"PHR J1803-2848",18:03:10.3,-28:48:52.20,31.0,E,a;r
2123,002.0-02.4,"MPA J1800-2825",18:00:09.7,-28:25:25.07,11.0,,
2124,002.0-02.5,"PPA J1800-2826",18:00:18.7,-28:26:07.84,18.0,E,a;m;
2125,002.0+06.6,"PHR J1725-2338",17:25:41.8,-23:38:31.92,13.5,E,m;s;
2126,002.1-02.8,"PHR J1801-2831",18:01:32.3,-28:31:45.01,19.0,E,a;s;
2128,002.1+02.6,"Terz N 117",17:40:30.7,-25:44:41.64,11.0,E,
2129,002.1-04.1,"PHR J1806-2909",18:06:49.7,-29:09:59.15,28.0,R,a;s;
2130,002.1-01.1,"MPA J1755-2741",17:55:10.4,-27:41:39.73,8.0,E,p;
2133,002.1-02.4,"PPA J1800-2818",18:00:18.8,-28:18:34.85,16.0,E,
2134,002.2-04.3,"K 6-40",18:08:06.5,-29:13:10.56,6.0,S,
2135,002.2-01.2,"PPA J1755-2739",17:55:45.5,-27:39:41.87,14.5,B,s;
2137,002.2+05.8,"PHR J1729-2354",17:29:10.6,-23:54:30.24,12.0,E,s
2139,002.3-01.9,"PHR J1758-2756",17:58:35.1,-27:56:56.00,20.5,E,a;r;
2141,002.3+06.2,"PPA J1727-2338",17:27:41.7,-23:38:53.05,7.0,E,
2142,002.3+01.7,"PHR J1744-2603",17:44:35.4,-26:03:35.24,10.0,E,p;s;
2143,002.3-06.2,"PHR J1815-2957",18:15:45.1,-29:57:44.28,22.0,E,a;m;r;s;
2145,002.3+02.4,"PPA J1741-2538",17:41:48.4,-25:38:17.95,8.0,S,
2146,002.3+06.5,"PPA J1726-2325",17:26:33.8,-23:25:12.11,15.0,E,a;
2147,002.4-03.1,"PPA J1803-2826",18:03:24.7,-28:26:25.12,6.0,S,
2148,002.4-05.0,"K 6-41",18:11:12.5,-29:22:00.05,23.5,E,a;s;
2149,002.4+03.5,"PHR J1738-2500",17:38:00.3,-25:00:46.12,17.0,E,a;r
2150,002.4-03.4,"PHR J1804-2833",18:04:55.4,-28:33:07.88,16.0,E,m
2151,002.4-02.6,"PHR J1801-2809",18:01:45.3,-28:09:36.97,43.0,E,a;m;r
2152,002.4+07.0,"PHR J1724-2302",17:24:53.2,-23:02:34.04,13.0,R,
2153,002.4+01.1,"PHR J1746-2611",17:46:52.0,-26:11:50.10,36.0,B,m;p;r;s;
2154,002.4+02.1,"PHR J1743-2541",17:43:13.1,-25:41:38.83,13.0,E,a;m;s;
2155,002.5+04.8,"PPA J1733-2415",17:33:22.1,-24:15:04.32,19.0,B,m;s;
2156,002.5+01.9,"PHR J1744-2545",17:44:00.3,-25:45:35.93,14.5,E,s;
2157,002.5+04.9,"PHR J1732-2408",17:32:58.2,-24:08:45.17,31.0,E,a;s;
2159,002.6-03.1,"PHR J1804-2816",18:04:13.1,-28:16:11.93,13.0,R,
2161,002.6+02.3,"PHR J1742-2525",17:42:52.1,-25:25:42.85,11.5,E,m;s;
2162,002.6-01.7,"PHR J1758-2729",17:58:28.9,-27:29:40.06,6.5,S,
